Order,Family,Species,Occurrence,FishBase name,Name in Country,Size / Weight / Age,Short Description,Biology,Threat To Humans,IUCN Red List Status
Albuliformes,Albulidae,Albula vulpes,native,Bonefish,Elimeen,"Maturity: Lm 37.5, range 21 - 36 cm
Max length : 104 cm TL male/unsexed; (Ref. 7251); max. published weight: 10.0 kg (Ref. 37955)",Dorsal spines (total): 0; Dorsal soft rays (total): 15-19; Anal spines: 0; Anal soft rays: 7 - 9; Vertebrae: 69 - 74. Branchiostegal rays 12-14 (Ref. 4639). Silvery with dusky fins; base of pectorals yellow (Ref. 3970). Body elongate and fusiform (Ref. 4832). Last ray of dorsal and anal fins not prolonged; head region naked; spot and band absent on head; margin of nasal pore not black (Ref. 13608). Bluntly conical snout extends beyond inferior mouth (Ref. 26938). Pectoral and pelvic axillary scales present; a single long scale on each side of membrane between each ray of dorsal and anal fins (Ref. 4832).,"Inhabits shallow coastal waters, estuaries and bays, over sand and mud bottoms (Ref. 3237). Often in schools, except large individuals which are solitary (Ref. 7251). Dorsal fin may show above surface (Ref. 42064). More or less pelagic but feeds on benthic worms, crustaceans, and mollusks (Ref. 2850); that are picked from mud and sand bottoms (Ref. 27549). Tolerates oxygen poor water by inhaling air into a lung-like airbladder (Ref. 9710). Flesh is bony and not esteemed (Ref. 9268). One of the most important game fishes worldwide (Ref. 26938).",  Reports of ciguatera poisoning (Ref. 4690),  Near Threatened (NT) ; Date assessed: 29 March 2011
Aulopiformes,Alepisauridae,Alepisaurus ferox,native,Long snouted lancetfish,,"Maturity: Lm ?  range ? - ? cm
Max length : 215 cm TL male/unsexed; (Ref. 7251); common length : 150 cm TL male/unsexed; (Ref. 5217); max. published weight: 9.0 kg (Ref. 42154)","Dorsal spines (total): 0; Dorsal soft rays (total): 30-45; Anal spines: 0; Anal soft rays: 13 - 18; Vertebrae: 47 - 52. Mouth large with two erect fangs on palatines. Dorsal fin very high, about three rays beginning with third or fourth much exerted; adipose moderate in size, over posterior part of anal insertion (Ref. 6885). Generally pale, iridescent, darker dorsally; lateral adipose keel dark; all fins dark brown or black; peritoneum black (Ref. 6885). Branchiostegal rays: 7-8 (Ref. 36025).","Mainly inhabit tropical and subtropical waters; however, during the feeding period adults may migrate to the subarctic reaching as far north as Greenland, Iceland and the Bering Sea (Ref. 51887). Epipelagic- and mesopelagic, from near the surface to below 1,000 m, sometimes approaching inshore waters (Ref. 6011). Bathypelagic (Ref. 58302). Mainly nocturnal. Feeds on fishes, cephalopods, tunicates, and crustaceans (Ref. 6011). Preyed upon by opah, sharks, albacore, yellowfin tuna, and fur seals (Ref. 6885). Oviparous, with planktonic larvae (Ref. 36025). Are synchronous hermaphrodites (Ref. 84733). Occasionally consumed but of little importance due to its soft flesh (Ref. 5217). The maximum weight given is for a 167 cm FL specimen (Ref. 42154).",  Harmless,  Least Concern (LC) ; Date assessed: 04 February 2009
Alepocephaliformes,Alepocephalidae,Aulastomatomorpha phospherops,native,Luminous slickhead,,"Maturity: Lm ?  range ? - ? cm
Max length : 28.0 cm SL male/unsexed; (Ref. 40779); 20.4 cm SL (female)","Dorsal soft rays (total): 21; Anal soft rays: 33 - 41; Vertebrae: 52. Head naked, covered with soft, tough skin. Cephalic lateralis system with 5 pores each in the supraorbital, preopercular, and mandibular series and 4 in posttemporal series. No trace of supratemporal commissure. Two pores joined by a short, dark canal on lachrymal on each side of snout above the maxillae. Snout elongate with upper jaw shorter than the lower jaw. Head narrow. Body with small, barely or non-imbricate scale pockets. Branchiostegal rays 5 (?). Pyloric caeca 4 (Ref. 40779).",Found on the continental slope (Ref. 75154).,  Harmless,  Not Evaluated 
Alepocephaliformes,Alepocephalidae,Narcetes erimelas,native,,,"Maturity: Lm ?  range ? - ? cm
Max length : 29.1 cm SL male/unsexed; (Ref. 4460)",,,,Not Evaluated
Lamniformes,Alopiidae,Alopias pelagicus,native,Pelagic thresher,,"Maturity: Lm 287.0, range 260 - 292 cm
Max length : 428 cm TL male/unsexed; (Ref. 106604); 383.0 cm TL (female); common length : 276 cm TL male/unsexed; (Ref. ); max. reported age: 29 years (Ref. 48844)","Dorsal spines (total): 0; Dorsal soft rays (total): 0; Anal spines: 0; Anal soft rays: 0. A small thresher with moderately large eyes, a broadly convex forehead, a very narrow caudal tip, and straight, broad-tipped pectoral fins (Ref. 5578). Upper lobe of caudal fin very long and strap-like, almost equal to length of rest of shark; lower lobe short but strong; terminal lobe very small (Ref. 13570). Dark blue on back and sides, underside white; no white patch over pectoral fin bases (Ref. 5578).","Primarily an oceanic species but sometimes close inshore (Ref. 247, 5578, 58302); neritic to oceanic, 0-152 m (Ref. 11230). Epipelagic (Ref. 58302). Mesopelagic in the tropics; may enter atoll lagoons (Ref. 37816). Stuns its prey with its tail, presumably feeding on small fishes and cephalopods (Ref. 6871). Ovoviviparous, embryos feeding on yolk sac and other ova produced by the mother (Ref. 43278, 50449). Sometimes caught by ski-boat anglers (Ref. 5578). Utilized for human consumption, liver oil for vitamin extraction, hides for leather, and fins for shark-fin soup (Ref. 13570). A very common catch in the tuna and shark longline, and tuna drift net fisheries (Ref.58048). Maximum and common size of males estimated from discussion in Ref. 247. Adult females may reach at least 330 cm TL (Ref. 47613).",  Harmless (Ref. 13570),  Endangered (EN) (A2bd); Date assessed: 06 November 2018
Lamniformes,Alopiidae,Alopias superciliosus,native,Bigeye thresher,,"Maturity: Lm 253.0, range 154 - 341 cm
Max length : 488 cm TL male/unsexed; (Ref. 40637); common length : 350 cm TL male/unsexed; (Ref. 5217); max. published weight: 363.8 kg (Ref. 40637); max. reported age: 20 years (Ref. 28081)","Dorsal spines (total): 0; Dorsal soft rays (total): 0; Anal spines: 0; Anal soft rays: 0. A large thresher with very large eyes, an indented forehead, a broad caudal tip, and curved broad-tipped pectoral fins; 1st dorsal fin further back than in other threshers (Ref. 5578). Upper lobe of caudal fin very long and strap-like almost or quite equal to length of rest of shark; lower lobe short but well developed (Ref. 13570). Purplish grey above, cream below, posterior edges of pectoral and pelvic fins and sometimes first dorsal fin dusky; light color of abdomen not expanded over pectoral-fin bases (Ref. 13570).","Occurs in coastal waters over continental shelves, sometimes close inshore in shallow waters, and on the high seas far from land (Ref. 247, 43278, 58302). Oceanic, pelagic and near bottom at 1->500 m (Ref. 58302). Depth range to at least 500 m (Ref. 247). Feeds on pelagic fishes (lancetfishes, herring, mackerel and small billfishes (Ref. 43278)) and bottom fishes (hake (Ref. 43278)) and squids (Ref. 247). Ovoviviparous, embryos feeding on yolk sac and other ova produced by the mother (Ref. 43278, 50449). Stuns its prey with its long caudal fin (Ref. 247). Utilized for human consumption, liver oil for vitamins, skin for leather, and fins for shark-fin soup (Ref. 247). Marketed fresh and may be broiled, baked or grilled, but unsuitable for steaming, boiling or frying; meat may be salted and dried (Ref. 9987). Also Ref. 33743.",  Harmless (Ref. 247),  Vulnerable (VU) (A2bd); Date assessed: 06 November 2018
Ovalentaria/misc,Ambassidae,Ambassis ambassis,native,Commerson's glassy,Kachki,"Maturity: Lm 5.0  range ? - ? cm
Max length : 15.0 cm TL male/unsexed; (Ref. 4318)","Dorsal spines (total): 8; Dorsal soft rays (total): 9-10; Anal spines: 3; Anal soft rays: 9 - 11. With a single supraorbital spine. Rostral spine absent. Preopercle ridge and rear margin serrate. Interopercle edge smooth except for few small serrae at angle. Cheek scales, 2-3 rows. Predorsal scales 13-18. Lateral line continuous.","Tolerant of freshwater when water temperature is within 7-32°C (Ref. 7248, 79840). Tends to be more tolerant of lower temperatures in water of low salinity (2ppt) than in seawater (Ref. 7248). Feeds at night on crustaceans, fish fry and larvae and insects (Ref. 7248). Salt dried and eaten in some countries (Ref. 12484)",  Harmless,  Least Concern (LC) ; Date assessed: 15 February 2017
Ovalentaria/misc,Ambassidae,Ambassis dussumieri,native,Malabar glassy perchlet,Aringil,"Maturity: Lm ?  range ? - ? cm
Max length : 10.0 cm TL male/unsexed; (Ref. 4180)","Occurs in estuarian and coastal areas but also in freshwaters (Ref. 57749). Generally occurs in the seas and estuaries, but also found in rivers within tidal influence (Ref. 4833). Also Ref. 43640.",,,Not Evaluated
Ovalentaria/misc,Ambassidae,Ambassis gymnocephalus,native,Bald glassy,Aringil,"Maturity: Lm ?  range ? - ? cm
Max length : 16.0 cm TL male/unsexed; (Ref. 4180)",Dorsal spines (total): 7 - 8; Dorsal soft rays (total): 8-10; Anal spines: 3; Anal soft rays: 8 - 10,"Found in shallow waters; common in estuaries; may enter lower reaches of rivers. Can tolerate fresh water only within a narrow temperature (23-26°C). Feeds mainly at night on crustaceans, but also takes small fishes, fish eggs and larvae in estuaries (Ref. 7248). Marketed dried, salted and fresh (Ref.97399).",  Harmless,  Least Concern (LC) ; Date assessed: 15 September 2020
Ovalentaria/misc,Ambassidae,Ambassis interrupta,native,Long-spined glass perchlet,Interrupta glassy perchlet,"Maturity: Lm 7.0  range ? - ? cm
Max length : 12.0 cm TL male/unsexed; (Ref. 7050); common length : 5.0 cm SL male/unsexed; (Ref. 7242); max. published weight: 12.00 g (Ref. 7242)","Dorsal spines (total): 8; Dorsal soft rays (total): 9-10; Anal spines: 3; Anal soft rays: 9 - 10. Body very high, 50% of SL. Lateral line incomplete, but a few pored scales on a silvery midlateral band. Lower margin of inter operculum with few spines. The second spine of the first dorsal fin is strong and very long. Attains 8 cm TL.","Found in brackish-water, mangrove, estuarine and freshwater-stream habitats, usually within 20 km of the sea (Ref. 2847). They occur at temperatures ranging from 28 to 32°C. Found in schools and migrate to freshwater. Mainly diurnal. A predominantly marine or estuarine spawner. Caught by hand and scoop nets (Ref. 7242).",  Harmless,  Least Concern (LC) ; Date assessed: 11 May 2020
Ovalentaria/misc,Ambassidae,Ambassis kopsii,native,Singapore glassy perchlet,Singapore glassy perchlet,"Maturity: Lm ?  range ? - ? cm
Max length : 10.2 cm TL male/unsexed; (Ref. 7050)","Occurs in coastal and brackish waters, sometimes ascends freshwaters (Ref. 4833). Feeds on invertebrates. Marketed fresh or dried and salted (Ref. 12693).",,,Not Evaluated
Ovalentaria/misc,Ambassidae,Ambassis macracanthus,native,Estuarine glass perchlet,,"Maturity: Lm ?  range ? - ? cm
Max length : 10.5 cm SL male/unsexed; (Ref. 2847)",Dorsal spines (total): 8; Dorsal soft rays (total): 9; Anal spines: 3; Anal soft rays: 9,"Inhabits brackish estuaries and lower reaches of freshwater streams, usually within about 10 km of the sea. Found in coastal areas (Ref. 45255).",  Harmless,  Data deficient (DD) ; Date assessed: 20 September 2020
Ovalentaria/misc,Ambassidae,Ambassis miops,native,Flag-tailed glass perchlet,Myops glassy perchlet,"Maturity: Lm ?  range ? - ? cm
Max length : 10.3 cm TL male/unsexed; (Ref. 7050)","Dorsal spines (total): 8; Dorsal soft rays (total): 9-10; Anal spines: 3; Anal soft rays: 9 - 10. Resembles A. urotaenia, but differs in having large eye, and a gently-rounded snout. Eye diameter over 30% and interorbital width over 20% of head length. Cheek scales in 2 rows. Attains 8 cm TL.","Inhabits clear, flowing creeks, usually within 20 kilometers of the sea (Ref. 44894). Commonly found in brackish waters and river mouths. Occurs near mangroves, stagnant and running freshwater (Ref. 7300) and coastal areas (Ref. 45255). This species has a marine larval stage, judging from its broad distribution. One of the best viewing areas is at the Freshwater creek picnic ground in Cairns, where individuals frequently aggregate along the vegetated stream margin (Ref. 44894).",  Harmless,  Least Concern (LC) ; Date assessed: 12 February 2019
Ovalentaria/misc,Ambassidae,Ambassis nalua,native,Scalloped perchlet,Aringil,"Maturity: Lm ?  range ? - ? cm
Max length : 12.5 cm TL male/unsexed; (Ref. 7050)","Usually found in brackish waters of bays and estuaries, entering freshwater and mangrove-lined tidal creeks (Ref. 4833).",,,Not Evaluated
Ovalentaria/misc,Ambassidae,Ambassis urotaenia,native,Banded-tail glassy perchlet,Banded-tail glassy perchlet,"Maturity: Lm ?  range ? - ? cm
Max length : 14.0 cm TL male/unsexed; (Ref. 637)",Dorsal spines (total): 8; Dorsal soft rays (total): 9-10; Anal spines: 3; Anal soft rays: 9 - 10. Body all silvery and translucent with a dusky midlateral band. Back margin evenly dark. Membrane between 2nd and 3rd dorsal spine blackish. Mouth strongly oblique. Margin almost straight from the origin of the 1st dorsal snout.,Common in brackish waters near river mouths where it occurs in schools; sometimes found in upper streams (Ref. 559). Mainly marine but enters rivers (Ref. 4967).,  Harmless,  Least Concern (LC) ; Date assessed: 15 August 2011
